"","Nyckeltal","Kommun.Landsting","År","Visat.Värde"
"317","Invånare 65+ i särskilda boendeformer, andel (%)","Hällefors",2008,"8.577298"
"318","Invånare 65+ i särskilda boendeformer, andel (%)","Hällefors",2009,"8.653354"
"319","Invånare 65+ i särskilda boendeformer, andel (%)","Hällefors",2010,"8.439248"
"320","Invånare 65+ i särskilda boendeformer, andel (%)","Hällefors",2011,"4.080605"
"321","Invånare 65+ i särskilda boendeformer, andel (%)","Härjedalen",2008,"7.853403"
"322","Invånare 65+ i särskilda boendeformer, andel (%)","Härjedalen",2009,"7.549234"
"323","Invånare 65+ i särskilda boendeformer, andel (%)","Härjedalen",2010,"7.431457"
"324","Invånare 65+ i särskilda boendeformer, andel (%)","Härjedalen",2011,"6.491664"
"325","Invånare 65+ i särskilda boendeformer, andel (%)","Härnösand",2008,"5.534567"
"326","Invånare 65+ i särskilda boendeformer, andel (%)","Härnösand",2009,"4.926108"
"327","Invånare 65+ i särskilda boendeformer, andel (%)","Härnösand",2010,"5.287356"
"328","Invånare 65+ i särskilda boendeformer, andel (%)","Härnösand",2011,"4.502654"
"329","Invånare 65+ i särskilda boendeformer, andel (%)","Härryda",2008,"3.686529"
"330","Invånare 65+ i särskilda boendeformer, andel (%)","Härryda",2009,"4.043413"
"331","Invånare 65+ i särskilda boendeformer, andel (%)","Härryda",2010,"3.690865"
"332","Invånare 65+ i särskilda boendeformer, andel (%)","Härryda",2011,"4.021081"
"333","Invånare 65+ i särskilda boendeformer, andel (%)","Hässleholm",2008,"6.112494"
"334","Invånare 65+ i särskilda boendeformer, andel (%)","Hässleholm",2009,"5.538666"
"335","Invånare 65+ i särskilda boendeformer, andel (%)","Hässleholm",2010,"5.281723"
"336","Invånare 65+ i särskilda boendeformer, andel (%)","Hässleholm",2011,"4.948081"
"337","Invånare 65+ i särskilda boendeformer, andel (%)","Höganäs",2008,"5.204894"
"338","Invånare 65+ i särskilda boendeformer, andel (%)","Höganäs",2009,"4.524805"
"339","Invånare 65+ i särskilda boendeformer, andel (%)","Höganäs",2010,"4.683099"
"340","Invånare 65+ i särskilda boendeformer, andel (%)","Höganäs",2011,"4.604366"
"341","Invånare 65+ i särskilda boendeformer, andel (%)","Högsby",2008,"7.417974"
"342","Invånare 65+ i särskilda boendeformer, andel (%)","Högsby",2009,"6.320225"
"343","Invånare 65+ i särskilda boendeformer, andel (%)","Högsby",2010,"5.761317"
"344","Invånare 65+ i särskilda boendeformer, andel (%)","Högsby",2011,"6.122449"
"345","Invånare 65+ i särskilda boendeformer, andel (%)","Hörby",2008,"4.361816"
"346","Invånare 65+ i särskilda boendeformer, andel (%)","Hörby",2009,"4.623879"
"347","Invånare 65+ i särskilda boendeformer, andel (%)","Hörby",2010,"4.661301"
"348","Invånare 65+ i särskilda boendeformer, andel (%)","Hörby",2011,"4.322392"
"349","Invånare 65+ i särskilda boendeformer, andel (%)","Höör",2008,"3.86825"
"350","Invånare 65+ i särskilda boendeformer, andel (%)","Höör",2009,"3.900709"
"351","Invånare 65+ i särskilda boendeformer, andel (%)","Höör",2010,"3.457815"
"352","Invånare 65+ i särskilda boendeformer, andel (%)","Höör",2011,"3.35233"
"353","Invånare 65+ i särskilda boendeformer, andel (%)","Jokkmokk",2008,"6.11424"
"354","Invånare 65+ i särskilda boendeformer, andel (%)","Jokkmokk",2009,"6.036537"
"355","Invånare 65+ i särskilda boendeformer, andel (%)","Jokkmokk",2010,"6.525157"
"356","Invånare 65+ i särskilda boendeformer, andel (%)","Jokkmokk",2011,"6.17284"
"357","Invånare 65+ i särskilda boendeformer, andel (%)","Järfälla",2008,"3.383574"
"358","Invånare 65+ i särskilda boendeformer, andel (%)","Järfälla",2009,"3.182925"
"359","Invånare 65+ i särskilda boendeformer, andel (%)","Järfälla",2010,"3.222032"
"360","Invånare 65+ i särskilda boendeformer, andel (%)","Järfälla",2011,"3.261249"
"361","Invånare 65+ i särskilda boendeformer, andel (%)","Jönköping",2008,"6.69746"
"362","Invånare 65+ i särskilda boendeformer, andel (%)","Jönköping",2009,"6.828038"
"363","Invånare 65+ i särskilda boendeformer, andel (%)","Jönköping",2010,"6.43485"
"364","Invånare 65+ i särskilda boendeformer, andel (%)","Jönköping",2011,"6.801564"
"365","Invånare 65+ i särskilda boendeformer, andel (%)","Kalix",2008,"6.312292"
"366","Invånare 65+ i särskilda boendeformer, andel (%)","Kalix",2009,"6.36833"
"367","Invånare 65+ i särskilda boendeformer, andel (%)","Kalix",2010,"6.018854"
"368","Invånare 65+ i särskilda boendeformer, andel (%)","Kalix",2011,"5.769231"
"369","Invånare 65+ i särskilda boendeformer, andel (%)","Kalmar",2008,"4.908432"
"370","Invånare 65+ i särskilda boendeformer, andel (%)","Kalmar",2009,"5.726794"
"371","Invånare 65+ i särskilda boendeformer, andel (%)","Kalmar",2010,"5.678755"
"372","Invånare 65+ i särskilda boendeformer, andel (%)","Kalmar",2011,"5.294613"
"373","Invånare 65+ i särskilda boendeformer, andel (%)","Karlsborg",2008,"5.354919"
"374","Invånare 65+ i särskilda boendeformer, andel (%)","Karlsborg",2009,"5.005821"
"375","Invånare 65+ i särskilda boendeformer, andel (%)","Karlsborg",2010,"4.475921"
"376","Invånare 65+ i särskilda boendeformer, andel (%)","Karlsborg",2011,"3.957637"
"377","Invånare 65+ i särskilda boendeformer, andel (%)","Karlshamn",2008,"3.658901"
"378","Invånare 65+ i särskilda boendeformer, andel (%)","Karlshamn",2009,"4.320367"
"379","Invånare 65+ i särskilda boendeformer, andel (%)","Karlshamn",2010,"4.423184"
"380","Invånare 65+ i särskilda boendeformer, andel (%)","Karlshamn",2011,"4.281263"
"381","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskoga",2008,"7.879156"
"382","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskoga",2009,"7.559837"
"383","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskoga",2010,"7.382072"
"384","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskoga",2011,"6.975119"
"385","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskrona",2008,"7.08728"
"386","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskrona",2009,"6.573267"
"387","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskrona",2010,"6.051209"
"388","Invånare 65+ i särskilda boendeformer, andel (%)","Karlskrona",2011,"6.060371"
"389","Invånare 65+ i särskilda boendeformer, andel (%)","Karlstad",2008,"4.648335"
"390","Invånare 65+ i särskilda boendeformer, andel (%)","Karlstad",2009,"4.042168"
"391","Invånare 65+ i särskilda boendeformer, andel (%)","Karlstad",2010,"3.791022"
"392","Invånare 65+ i särskilda boendeformer, andel (%)","Karlstad",2011,"4.279871"
"393","Invånare 65+ i särskilda boendeformer, andel (%)","Katrineholm",2008,"5.871532"
"394","Invånare 65+ i särskilda boendeformer, andel (%)","Katrineholm",2009,"6.158445"
"395","Invånare 65+ i särskilda boendeformer, andel (%)","Katrineholm",2010,"6.000291"
"396","Invånare 65+ i särskilda boendeformer, andel (%)","Katrineholm",2011,"5.909352"
"397","Invånare 65+ i särskilda boendeformer, andel (%)","Kil",2008,"3.94862"
"398","Invånare 65+ i särskilda boendeformer, andel (%)","Kil",2009,"4.302019"
"399","Invånare 65+ i särskilda boendeformer, andel (%)","Kil",2010,"4.223549"
"400","Invånare 65+ i särskilda boendeformer, andel (%)","Kil",2011,"3.883892"
"401","Invånare 65+ i särskilda boendeformer, andel (%)","Kinda",2008,"4.733179"
"402","Invånare 65+ i särskilda boendeformer, andel (%)","Kinda",2009,"4.834378"
"403","Invånare 65+ i särskilda boendeformer, andel (%)","Kinda",2010,"4.086116"
"404","Invånare 65+ i särskilda boendeformer, andel (%)","Kinda",2011,"4.639175"
"405","Invånare 65+ i särskilda boendeformer, andel (%)","Kiruna",2008,"5.016409"
"406","Invånare 65+ i särskilda boendeformer, andel (%)","Kiruna",2009,"5.256034"
"407","Invånare 65+ i särskilda boendeformer, andel (%)","Kiruna",2010,"5.31606"
"408","Invånare 65+ i särskilda boendeformer, andel (%)","Kiruna",2011,"5.823958"
"409","Invånare 65+ i särskilda boendeformer, andel (%)","Klippan",2008,"3.681371"
"410","Invånare 65+ i särskilda boendeformer, andel (%)","Klippan",2009,"3.743153"
"411","Invånare 65+ i särskilda boendeformer, andel (%)","Klippan",2010,"3.67713"
"412","Invånare 65+ i särskilda boendeformer, andel (%)","Klippan",2011,"3.521537"
"413","Invånare 65+ i särskilda boendeformer, andel (%)","Knivsta",2008,"4.381085"
"414","Invånare 65+ i särskilda boendeformer, andel (%)","Knivsta",2009,"4.082876"
"415","Invånare 65+ i särskilda boendeformer, andel (%)","Knivsta",2010,"3.914796"
"416","Invånare 65+ i särskilda boendeformer, andel (%)","Knivsta",2011,"4.665203"
"417","Invånare 65+ i särskilda boendeformer, andel (%)","Kramfors",2008,"6.014721"
"418","Invånare 65+ i särskilda boendeformer, andel (%)","Kramfors",2009,"5.637002"
"419","Invånare 65+ i särskilda boendeformer, andel (%)","Kramfors",2010,"5.512612"
"420","Invånare 65+ i särskilda boendeformer, andel (%)","Kramfors",2011,"5.142971"
"421","Invånare 65+ i särskilda boendeformer, andel (%)","Kristianstad",2008,"5.896907"
"422","Invånare 65+ i särskilda boendeformer, andel (%)","Kristianstad",2009,"6.072504"
"423","Invånare 65+ i särskilda boendeformer, andel (%)","Kristianstad",2010,"5.796365"
"424","Invånare 65+ i särskilda boendeformer, andel (%)","Kristianstad",2011,"5.575107"
"425","Invånare 65+ i särskilda boendeformer, andel (%)","Kristinehamn",2008,"5.82041"
"426","Invånare 65+ i särskilda boendeformer, andel (%)","Kristinehamn",2009,"5.032943"
"427","Invånare 65+ i särskilda boendeformer, andel (%)","Kristinehamn",2010,"4.62064"
"428","Invånare 65+ i särskilda boendeformer, andel (%)","Kristinehamn",2011,"4.647492"
"429","Invånare 65+ i särskilda boendeformer, andel (%)","Krokom",2008,"7.392527"
"430","Invånare 65+ i särskilda boendeformer, andel (%)","Krokom",2009,"6.579439"
"431","Invånare 65+ i särskilda boendeformer, andel (%)","Krokom",2010,"6.172389"
"432","Invånare 65+ i särskilda boendeformer, andel (%)","Krokom",2011,"5.736544"
"433","Invånare 65+ i särskilda boendeformer, andel (%)","Kumla",2008,"4.058147"
"434","Invånare 65+ i särskilda boendeformer, andel (%)","Kumla",2009,"3.806818"
"435","Invånare 65+ i särskilda boendeformer, andel (%)","Kumla",2010,"3.829201"
"436","Invånare 65+ i särskilda boendeformer, andel (%)","Kumla",2011,"3.660834"
"437","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsbacka",2008,"5.491278"
"438","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsbacka",2009,"6.037463"
"439","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsbacka",2010,"5.790646"
"440","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsbacka",2011,"3.861146"
"441","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsör",2008,"7.994924"
"442","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsör",2009,"7.176471"
"443","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsör",2010,"7.959068"
"444","Invånare 65+ i särskilda boendeformer, andel (%)","Kungsör",2011,"6.432106"
"445","Invånare 65+ i särskilda boendeformer, andel (%)","Kungälv",2008,"4.971319"
"446","Invånare 65+ i särskilda boendeformer, andel (%)","Kungälv",2009,"4.74373"
"447","Invånare 65+ i särskilda boendeformer, andel (%)","Kungälv",2010,"4.521694"
"448","Invånare 65+ i särskilda boendeformer, andel (%)","Kungälv",2011,"4.411394"
"449","Invånare 65+ i särskilda boendeformer, andel (%)","Kävlinge",2008,"6.11989"
"450","Invånare 65+ i särskilda boendeformer, andel (%)","Kävlinge",2009,"5.27027"
"451","Invånare 65+ i särskilda boendeformer, andel (%)","Kävlinge",2010,"4.957265"
"452","Invånare 65+ i särskilda boendeformer, andel (%)","Kävlinge",2011,"4.746384"
"453","Invånare 65+ i särskilda boendeformer, andel (%)","Köping",2008,"6.634883"
"454","Invånare 65+ i särskilda boendeformer, andel (%)","Köping",2009,"6.533333"
"455","Invånare 65+ i särskilda boendeformer, andel (%)","Köping",2010,"6.243074"
"456","Invånare 65+ i särskilda boendeformer, andel (%)","Köping",2011,"5.970962"
"457","Invånare 65+ i särskilda boendeformer, andel (%)","Laholm",2008,"7.509118"
"458","Invånare 65+ i särskilda boendeformer, andel (%)","Laholm",2009,"4.400484"
"459","Invånare 65+ i särskilda boendeformer, andel (%)","Laholm",2010,"5.130213"
"460","Invånare 65+ i särskilda boendeformer, andel (%)","Laholm",2011,"4.919887"
"461","Invånare 65+ i särskilda boendeformer, andel (%)","Landskrona",2008,"5.367082"
"462","Invånare 65+ i särskilda boendeformer, andel (%)","Landskrona",2009,"4.484076"
"463","Invånare 65+ i särskilda boendeformer, andel (%)","Landskrona",2010,"4.264632"
"464","Invånare 65+ i särskilda boendeformer, andel (%)","Landskrona",2011,"4.115928"
"465","Invånare 65+ i särskilda boendeformer, andel (%)","Laxå",2008,"4.190341"
"466","Invånare 65+ i särskilda boendeformer, andel (%)","Laxå",2009,"3.959044"
"467","Invånare 65+ i särskilda boendeformer, andel (%)","Laxå",2010,"4.231028"
"468","Invånare 65+ i särskilda boendeformer, andel (%)","Laxå",2011,"4.061252"
"469","Invånare 65+ i särskilda boendeformer, andel (%)","Lekeberg",2008,"3.056426"
"470","Invånare 65+ i särskilda boendeformer, andel (%)","Lekeberg",2009,"4.363905"
"471","Invånare 65+ i särskilda boendeformer, andel (%)","Lekeberg",2010,"4.136947"
"472","Invånare 65+ i särskilda boendeformer, andel (%)","Lekeberg",2011,"3.848797"
"473","Invånare 65+ i särskilda boendeformer, andel (%)","Leksand",2008,"6.305245"
"474","Invånare 65+ i särskilda boendeformer, andel (%)","Leksand",2009,"5.976757"
"475","Invånare 65+ i särskilda boendeformer, andel (%)","Leksand",2010,"5.063291"
"476","Invånare 65+ i särskilda boendeformer, andel (%)","Leksand",2011,"5.066947"
"477","Invånare 65+ i särskilda boendeformer, andel (%)","Lerum",2008,"4.95283"
"478","Invånare 65+ i särskilda boendeformer, andel (%)","Lerum",2009,"4.922621"
"479","Invånare 65+ i särskilda boendeformer, andel (%)","Lerum",2010,"4.472187"
"480","Invånare 65+ i särskilda boendeformer, andel (%)","Lerum",2011,"3.984674"
"481","Invånare 65+ i särskilda boendeformer, andel (%)","Lessebo",2008,"8.674102"
"482","Invånare 65+ i särskilda boendeformer, andel (%)","Lessebo",2009,"6.973995"
"483","Invånare 65+ i särskilda boendeformer, andel (%)","Lessebo",2010,"6"
"484","Invånare 65+ i särskilda boendeformer, andel (%)","Lessebo",2011,"5.826859"
"485","Invånare 65+ i särskilda boendeformer, andel (%)","Lidingö",2008,"7.454848"
"486","Invånare 65+ i särskilda boendeformer, andel (%)","Lidingö",2009,"7.346889"
"487","Invånare 65+ i särskilda boendeformer, andel (%)","Lidingö",2010,"6.663516"
"488","Invånare 65+ i särskilda boendeformer, andel (%)","Lidingö",2011,"6.344446"
"489","Invånare 65+ i särskilda boendeformer, andel (%)","Lidköping",2008,"6.754875"
"490","Invånare 65+ i särskilda boendeformer, andel (%)","Lidköping",2009,"6.486054"
"491","Invånare 65+ i särskilda boendeformer, andel (%)","Lidköping",2010,"6.226391"
"492","Invånare 65+ i särskilda boendeformer, andel (%)","Lidköping",2011,"6.143907"
"493","Invånare 65+ i särskilda boendeformer, andel (%)","Lilla Edet",2008,"4.671115"
"494","Invånare 65+ i särskilda boendeformer, andel (%)","Lilla Edet",2009,"4.340045"
"495","Invånare 65+ i särskilda boendeformer, andel (%)","Lilla Edet",2010,"4.737071"
"496","Invånare 65+ i särskilda boendeformer, andel (%)","Lilla Edet",2011,"4.514768"
"497","Invånare 65+ i särskilda boendeformer, andel (%)","Lindesberg",2008,"7.357357"
"498","Invånare 65+ i särskilda boendeformer, andel (%)","Lindesberg",2009,"6.473941"
"499","Invånare 65+ i särskilda boendeformer, andel (%)","Lindesberg",2010,"6.129287"
"500","Invånare 65+ i särskilda boendeformer, andel (%)","Lindesberg",2011,"5.487805"
"501","Invånare 65+ i särskilda boendeformer, andel (%)","Linköping",2008,"7.587574"
"502","Invånare 65+ i särskilda boendeformer, andel (%)","Linköping",2009,"7.750985"
"503","Invånare 65+ i särskilda boendeformer, andel (%)","Linköping",2010,"7.587952"
"504","Invånare 65+ i särskilda boendeformer, andel (%)","Linköping",2011,"7.129902"
"505","Invånare 65+ i särskilda boendeformer, andel (%)","Ljungby",2008,"5.658644"
"506","Invånare 65+ i särskilda boendeformer, andel (%)","Ljungby",2009,"5.4947"
"507","Invånare 65+ i särskilda boendeformer, andel (%)","Ljungby",2010,"5.258591"
"508","Invånare 65+ i särskilda boendeformer, andel (%)","Ljungby",2011,"5.108751"
"509","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusdal",2008,"6.625259"
"510","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusdal",2009,"6.546275"
"511","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusdal",2010,"6.725469"
"512","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusdal",2011,"6.547875"
"513","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusnarsberg",2008,"8.748115"
"514","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusnarsberg",2009,"9.30752"
"515","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusnarsberg",2010,"8.923304"
"516","Invånare 65+ i särskilda boendeformer, andel (%)","Ljusnarsberg",2011,"8.69883"
"517","Invånare 65+ i särskilda boendeformer, andel (%)","Lomma",2008,"3.636364"
"518","Invånare 65+ i särskilda boendeformer, andel (%)","Lomma",2009,"3.803804"
"519","Invånare 65+ i särskilda boendeformer, andel (%)","Lomma",2010,"3.186969"
"520","Invånare 65+ i särskilda boendeformer, andel (%)","Lomma",2011,"3.402904"
"521","Invånare 65+ i särskilda boendeformer, andel (%)","Ludvika",2008,"7.437735"
"522","Invånare 65+ i särskilda boendeformer, andel (%)","Ludvika",2009,"7.094315"
"523","Invånare 65+ i särskilda boendeformer, andel (%)","Ludvika",2010,"6.786005"
"524","Invånare 65+ i särskilda boendeformer, andel (%)","Ludvika",2011,"6.967742"
"525","Invånare 65+ i särskilda boendeformer, andel (%)","Luleå",2008,"6.610478"
"526","Invånare 65+ i särskilda boendeformer, andel (%)","Luleå",2009,"6.267051"
