"","Kortnamn","Beskrivning","Kod"
"173","Invånare 65-79 år, andel (%)","Antal invånare 65-79 år den 31/12 dividerat med antal invånare totalt den 31/12.","N01812"
"174","Invånare 65-79 år, andel (%)","Antal invånare 65-79 år den 31/12 dividerat med antal invånare totalt den 31/12.","N01812"
"175","Invånare 80+, andel (%)","Antal invånare 80+ den 31/12  dividerat med antal invånare totalt den 31/12.","N01813"
"176","Invånare 80+, andel (%)","Antal invånare 80+ den 31/12  dividerat med antal invånare totalt den 31/12.","N01813"
"177","Invånare 7-15 år, andel (%)","Antal invånare 7-15 år dividerat med antal invånare totalt 31/12.","N01814"
"178","Invånare 7-15 år, andel (%)","Antal invånare 7-15 år dividerat med antal invånare totalt 31/12.","N01814"
"179","Invånare 1-12 år, andel (%)","Antal invånare 1-12 31/12  dividerat med antal invånare totalt 31/12.","N01815"
"180","Invånare 1-12 år, andel (%)","Antal invånare 1-12 31/12  dividerat med antal invånare totalt 31/12.","N01815"
"181","Invånare 1-5 år, andel (%)","Antal invånare 1-5 31/12  dividerat med antal invånare totalt 31/12.","N01816"
"182","Invånare 1-5 år, andel (%)","Antal invånare 1-5 31/12  dividerat med antal invånare totalt 31/12.","N01816"
"183","Invånare 0 år, antal","Antal invånare 0 år den 31/12.","N01817"
"184","Invånare 1 år, antal","Antal invånare 1 år den 31/12.","N01818"
"185","Invånare 2 år, antal","Antal invånare 2 år den 31/12.","N01819"
"186","Invånare 3 år, antal","Antal invånare 3 år den 31/12.","N01820"
"187","Invånare 4 år, antal","Antal invånare 4 år den 31/12.","N01821"
"188","Invånare 5 år, antal","Antal invånare 5 år den 31/12.","N01822"
"189","Invånare 6 år, antal","Antal invånare 6 år den 31/12.","N01823"
"190","Invånare 7 år, antal","Antal invånare 7 år den 31/12.","N01824"
"191","Invånare 8 år, antal","Antal invånare 8 år den 31/12.","N01825"
"192","Invånare 9 år, antal","Antal invånare 9 år den 31/12.","N01826"
"193","Invånare 10 år, antal","Antal invånare 10 år den 31/12.","N01827"
"194","Invånare 11 år, antal","Antal invånare 11 år den 31/12.","N01828"
"195","Invånare 12 år, antal","Antal invånare 12 år den 31/12.","N01829"
"196","Invånare 13 år, antal","Antal invånare 13 år den 31/12.","N01830"
"197","Invånare 14 år, antal","Antal invånare 14 år den 31/12.","N01831"
"198","Invånare 15 år, antal","Antal invånare 15 år den 31/12.","N01832"
"199","Invånare 16 år, antal","Antal invånare 16 år den 31/12.","N01833"
"200","Invånare 17 år, antal","Antal invånare 17 år den 31/12.","N01834"
"201","Invånare 18 år, antal","Antal invånare 18 år den 31/12.","N01835"
"202","Invånare 19 år, antal","Antal invånare 19 år den 31/12.","N01836"
"203","Invånare 20 år, antal","Antal invånare 20 år den 31/12.","N01837"
"204","Invånare 21 år, antal","Antal invånare 21 år den 31/12.","N01838"
"205","Invånare 22 år, antal","Antal invånare 22 år den 31/12.","N01839"
"206","Invånare 23 år, antal","Antal invånare 23 år den 31/12.","N01840"
"207","Invånare 24 år, antal","Antal invånare 24 år den 31/12.","N01841"
"208","Invånare 25 år, antal","Antal invånare 25 år den 31/12.","N01842"
"209","Invånare 26 år, antal","Antal invånare 26 år den 31/12.","N01843"
"210","Invånare 27 år, antal","Antal invånare 27 år den 31/12.","N01844"
"211","Invånare 28 år, antal","Antal invånare 28 år den 31/12.","N01845"
"212","Invånare 29 år, antal","Antal invånare 29 år den 31/12.","N01846"
"213","Invånare 30 år, antal","Antal invånare 30 år den 31/12.","N01847"
"214","Invånare 31 år, antal","Antal invånare 31 år den 31/12.","N01848"
"215","Invånare 32 år, antal","Antal invånare 32 år den 31/12.","N01849"
"216","Invånare 33 år, antal","Antal invånare 33 år den 31/12.","N01850"
"217","Invånare 34 år, antal","Antal invånare 34 år den 31/12.","N01851"
"218","Invånare 35 år, antal","Antal invånare 35 år den 31/12.","N01852"
"219","Invånare 36 år, antal","Antal invånare 36 år den 31/12.","N01853"
"220","Invånare 37 år, antal","Antal invånare 37 år den 31/12.","N01854"
"221","Invånare 38 år, antal","Antal invånare 38 år den 31/12.","N01855"
"222","Invånare 39 år, antal","Antal invånare 39 år den 31/12.","N01856"
"223","Invånare 40 år, antal","Antal invånare 40 år den 31/12.","N01857"
"224","Invånare 41 år, antal","Antal invånare 41 år den 31/12.","N01858"
"225","Invånare 42 år, antal","Antal invånare 42 år den 31/12.","N01859"
"226","Invånare 43 år, antal","Antal invånare 43 år den 31/12.","N01860"
"227","Invånare 44 år, antal","Antal invånare 44 år den 31/12.","N01861"
"228","Invånare 45 år, antal","Antal invånare 45 år den 31/12.","N01862"
"229","Invånare 46 år, antal","Antal invånare 46 år den 31/12.","N01863"
"230","Invånare 47 år, antal","Antal invånare 47 år den 31/12.","N01864"
"231","Invånare 48 år, antal","Antal invånare 48 år den 31/12.","N01865"
"232","Invånare 49 år, antal","Antal invånare 49 år den 31/12.","N01866"
"233","Invånare 50 år, antal","Antal invånare 50 år den 31/12.","N01867"
"234","Invånare 51 år, antal","Antal invånare 51 år den 31/12.","N01868"
"235","Invånare 52 år, antal","Antal invånare 52 år den 31/12.","N01869"
"236","Invånare 53 år, antal","Antal invånare 53 år den 31/12.","N01870"
"237","Invånare 54 år, antal","Antal invånare 54 år den 31/12.","N01871"
"238","Invånare 55 år, antal","Antal invånare 55 år den 31/12.","N01872"
"239","Invånare 56 år, antal","Antal invånare 56 år den 31/12.","N01873"
"240","Invånare 57 år, antal","Antal invånare 57 år den 31/12.","N01874"
"241","Invånare 58 år, antal","Antal invånare 58 år den 31/12.","N01875"
"242","Invånare 59 år, antal","Antal invånare 59 år den 31/12.","N01876"
"243","Invånare 60 år, antal","Antal invånare 60 år den 31/12.","N01877"
"244","Invånare 61 år, antal","Antal invånare 61 år den 31/12.","N01878"
"245","Invånare 62 år, antal","Antal invånare 62 år den 31/12.","N01879"
"246","Invånare 63 år, antal","Antal invånare 63 år den 31/12.","N01880"
"247","Invånare 64 år, antal","Antal invånare 64 år den 31/12.","N01881"
"248","Invånare 65 år, antal","Antal invånare 65 år den 31/12.","N01882"
"249","Invånare 66 år, antal","Antal invånare 66 år den 31/12.","N01883"
"250","Invånare 67 år, antal","Antal invånare 67 år den 31/12.","N01884"
"251","Invånare 68 år, antal","Antal invånare 68 år den 31/12.","N01885"
"252","Invånare 69 år, antal","Antal invånare 69 år den 31/12.","N01886"
"253","Invånare 70 år, antal","Antal invånare 70 år den 31/12.","N01887"
"254","Invånare 71 år, antal","Antal invånare 71 år den 31/12.","N01888"
"255","Invånare 72 år, antal","Antal invånare 72 år den 31/12.","N01889"
"256","Invånare 73 år, antal","Antal invånare 73 år den 31/12.","N01890"
"257","Invånare 74 år, antal","Antal invånare 74 år den 31/12.","N01891"
"258","Invånare 75 år, antal","Antal invånare 75 år den 31/12.","N01892"
"259","Invånare 76 år, antal","Antal invånare 76 år den 31/12.","N01893"
"260","Invånare 77 år, antal","Antal invånare 77 år den 31/12.","N01894"
"261","Invånare 78 år, antal","Antal invånare 78 år den 31/12.","N01895"
"262","Invånare 79 år, antal","Antal invånare 79 år den 31/12.","N01896"
"263","Invånare 80 år, antal","Antal invånare 80 år den 31/12.","N01897"
"264","Invånare 81 år, antal","Antal invånare 81 år den 31/12.","N01898"
"265","Invånare 82 år, antal","Antal invånare 82 år den 31/12.","N01899"
"266","Invånare 83 år, antal","Antal invånare 83 år den 31/12.","N01900"
"267","Invånare 84 år, antal","Antal invånare 84 år den 31/12.","N01901"
"268","Invånare 85 år, antal","Antal invånare 85 år den 31/12.","N01902"
"269","Invånare 86 år, antal","Antal invånare 86 år den 31/12.","N01903"
"270","Invånare 87 år, antal","Antal invånare 87 år den 31/12.","N01904"
"271","Invånare 88 år, antal","Antal invånare 88 år den 31/12.","N01905"
"272","Invånare 89 år, antal","Antal invånare 89 år den 31/12.","N01906"
"273","Invånare 90 år, antal","Antal invånare 90 år den 31/12.","N01907"
"274","Invånare 91 år, antal","Antal invånare 91 år den 31/12.","N01908"
"275","Invånare 92 år, antal","Antal invånare 92 år den 31/12.","N01909"
"276","Invånare 93 år, antal","Antal invånare 93 år den 31/12.","N01910"
"277","Invånare 94 år, antal","Antal invånare 94 år den 31/12.","N01911"
"278","Invånare 95 år, antal","Antal invånare 95 år den 31/12.","N01912"
"279","Invånare 96 år, antal","Antal invånare 96 år den 31/12.","N01913"
"280","Invånare 97 år, antal","Antal invånare 97 år den 31/12.","N01914"
"281","Invånare 98 år, antal","Antal invånare 98 år den 31/12.","N01915"
"282","Invånare 99 år, antal","Antal invånare 99 år den 31/12.","N01916"
"283","Invånare 100+, antal","Antal invånare 100+ den 31/12.","N01917"
"284","Invånare 0-64 år, antal","Antal invånare 0-64 år den 31/12.","N01918"
"285","Invånare 0-19 år, antal","Antal invånare 0-19 år den 31/12.","N01919"
"286","Invånare 0-18 år, antal","Antal invånare 0-18 år den 31/12.","N01920"
"287","Invånare 0-12 år, antal","Antal invånare 0-12 år den 31/12.","N01921"
"288","Invånare 0-6 år, antal","Antal invånare 0-6 år den 31/12.","N01922"
"289","Invånare 6-12 år, antal","Antal invånare 6-12 år den 31/12.","N01923"
"290","Invånare 1-12 år, antal","Antal invånare 1-12 år den 31/12.","N01924"
"291","Invånare 1-6 år, antal","Antal invånare 1-6 år den 31/12.","N01925"
"292","Invånare 1-5 år, antal","Antal invånare 1-5 år den 31/12.","N01926"
"293","Invånare 13-18 år, antal","Antal invånare 13-18 år den 31/12.","N01927"
"294","Invånare 13-15 år, antal","Antal invånare 13-15 år den 31/12.","N01928"
"295","Invånare 16-18 år, antal","Antal invånare 16-18 år den 31/12.","N01929"
"296","Invånare 7-15 år, antal","Antal invånare 7-15 år den 31/12. Källa: SCB.","N01930"
"297","Invånare 19-64 år, antal","Antal invånare 19-64 år den 31/12.","N01931"
"298","Invånare 40-64 år, antal","Antal invånare 40-64 år den 31/12.","N01932"
"299","Invånare 40-59 år, antal","Antal invånare 40-59 år den 31/12.","N01933"
"300","Invånare 60-64 år, antal","Antal invånare 60-64 år den 31/12.","N01934"
"301","Invånare 20-39 år, antal","Antal invånare 20-39 år den 31/12.","N01935"
"302","Invånare 20-22 år, antal","Antal invånare 20-22 år den 31/12.","N01936"
"303","Invånare 23-39 år, antal","Antal invånare 23-39 år den 31/12.","N01937"
"304","Invånare 65+, antal","Antal invånare 65+ den 31/12.","N01938"
"305","Invånare 65-84 år, antal","Antal invånare 65-84 år den 31/12.","N01939"
"306","Invånare 65-69 år, antal","Antal invånare 65-69 år den 31/12.","N01940"
"307","Invånare 70-74 år, antal","Antal invånare 70-74 år den 31/12.","N01941"
"308","Invånare 75-79 år, antal","Antal invånare 75-79 år den 31/12.","N01942"
"309","Invånare 80-84 år, antal","Antal invånare 80-84 år den 31/12.","N01943"
"310","Invånare 85+, antal","Antal invånare 85+ den 31/12.","N01944"
"311","Invånare 85-89 år, antal","Antal invånare 85-89 år den 31/12.","N01945"
"312","Invånare 90-94 år, antal","Antal invånare 90-94 år den 31/12.","N01946"
"313","Invånare 95-99 år, antal","Antal invånare 95-99 år den 31/12.","N01947"
"314","Invånare 0-20 år, antal","Antal invånare 0-20 år den 31/12.","N01948"
"315","Invånare med högst grundskoleutbildning, andel (%)","Andel av kommunens invånare i åldern 20-64 år den 31/12, med folkskola eller grundskola (motsvarande förgymnasial utbildning kortare än 9 år eller 9 år) som högsta utbildning.","N01949"
"316","Utrikes födda vuxna invånare, andel (%)","Andel av kommunens invånare i åldern 20-64 år den 31/12 som är födda i annat land än Sverige.","N01950"
"317","Invånare totalt, antal","Antal invånare totalt den 31/12.","N01951"
"318","Invånare 0-5 år, antal","Antal invånare 0-5 år den 31/12.","N01952"
"319","Invånare 6-15 år, antal","Antal invånare 6-15 år den 31/12.","N01953"
"320","Invånare 16-19 år, antal","Antal invånare 16-19 år den 31/12.","N01954"
"321","Invånare 20-64 år, antal","Antal invånare 20-64 år den 31/12.","N01955"
"322","Invånare 65-79 år, antal","Antal invånare 65-79 år den 31/12.","N01956"
"323","Invånare 80+, antal","Antal invånare 80+ den 31/12.","N01957"
"324","Invånare 65+, andel (%)","Antal invånare i kommunen som är 65 år eller äldre dividerat med totalt antal invånare i kommunen den 31/12.","N01960"
"325","Invånare 20-64 år, andel (%)","Antal invånare 20-64 31/12  dividerat med antal invånare totalt 31/12.","N01961"
"326","Invånare 16-19 år, andel (%)","Antal invånare 16-19 år 31/12  dividerat med antal invånare totalt 31/12.","N01962"
"327","Förändring i antal invånare sen föregående år, andel (%)","Procentuell förändring i antal invånare sen föregående år. Avser 31/12.","N01963"
"328","Resultat före extraord. poster (kommunen), andel (%) av skatt & generella statsbidrag","Resultat före extraordinära poster kommun, dividerat med skatteintäkter och generella statsbidrag kommunen.","N03001"
"329","Resultat före extraord. poster (kommunen), andel (%) av skatt & generella statsbidrag","Resultat före extraordinära poster kommun, dividerat med skatteintäkter och generella statsbidrag kommunen.","N03001"
"330","Soliditet inkl pensionsåtag. kommun, (%)","Eget kapital minskat med de pensionsåtaganden som är intjänade före 1998 och som anges som en ansvarsförbindelse för kommunen, dividerat med kommunens totala tillgångar, per den 31/12.","N03002"
"331","Soliditet inkl pensionsåtag. kommun, (%)","Eget kapital minskat med de pensionsåtaganden som är intjänade före 1998 och som anges som en ansvarsförbindelse för kommunen, dividerat med kommunens totala tillgångar, per den 31/12.","N03002"
"332","Rörelsekapital kommun, kr/inv","Rörelsekapital kommun dividerat med antal invånare totalt 31/12.","N03003"
"333","Borgensförbindelser och övriga ansvarsförbindelser kommun, kr/inv","Borgensförbindelser och övriga ansvarsförbindelser kommun, tkr dividerat med antal invånare totalt 31/12.","N03004"
"334","Borgensförbindelser och övriga ansvarsförbindelser kommun, kr/inv","Borgensförbindelser och övriga ansvarsförbindelser kommun, tkr dividerat med antal invånare totalt 31/12.","N03004"
"335","Försäljn. av anläggningstillg. som andel av  skatt & generella statsbidrag kommun, (%)","Försäljn. av anläggningstillgångar, tkr dividerat med Skatteintäkter och generella statsbidrag kommun, tkr","N03006"
"336","Försäljn. av anläggningstillg. som andel av  skatt & generella statsbidrag kommun, (%)","Försäljn. av anläggningstillgångar, tkr dividerat med Skatteintäkter och generella statsbidrag kommun, tkr","N03006"
"337","Försäljn. av anläggningstillg. som andel av  skatt & generella statsbidrag kommun, (%)","Försäljn. av anläggningstillgångar, tkr dividerat med Skatteintäkter och generella statsbidrag kommun, tkr","N03006"
