Kommun;Nyckeltal;År;Visat_Värde
Arjeplog;Invånare 0-64 år, andel (%);2002;75.903981
Arjeplog;Invånare 0-64 år, andel (%);2003;75.544646
Arjeplog;Invånare 0-64 år, andel (%);2004;75.558313
Arjeplog;Invånare 0-64 år, andel (%);2005;75.18202
Arjeplog;Invånare 0-64 år, andel (%);2006;75.404633
Arjeplog;Invånare 0-64 år, andel (%);2007;74.846229
Arjeplog;Invånare 0-64 år, andel (%);2008;74.856961
Arjeplog;Invånare 0-64 år, andel (%);2009;74.673878
Arjeplog;Invånare 0-64 år, andel (%);2010;74.691553
Arjeplog;Invånare 0-64 år, andel (%);2011;73.988439
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2000;800.778369
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2001;633.875038
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2002;652.774233
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2003;889.915925
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2004;795.629032
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2005;739.791073
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2006;709.615995
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2007;872.450631
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2008;1014.939606
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2009;1363.983455
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2010;1392.597279
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv;2011;1661.849711
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1054
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;838
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;860
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;1178
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;1053
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;984
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;941.077441
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;1165.657439
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1355.838641
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1826.587133
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1864.46421
Arjeplog;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;2246.09375
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2001;15511
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2002;12149
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2003;12702
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2004;13846.88
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2005;13668.88
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2006;15627.1
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2007;15725.15377
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2008;16528.92562
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2009;17275.21476
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2010;17419.17115
Arjeplog;Nettokostnad äldreomsorg, kr/inv;2011;17402.37637
Arjeplog;U. Invånare 18-64 år med låg inkomst, andel (%);2009;19.07894737
Arjeplog;U. Invånare 18-64 år med låg inkomst, andel (%);2010;18.9
Arvidsjaur;Arbetslöshet, (%);2000;12.490725
Arvidsjaur;Arbetslöshet, (%);2001;11.337355
Arvidsjaur;Arbetslöshet, (%);2002;11.181381
Arvidsjaur;Arbetslöshet, (%);2003;9.864207
Arvidsjaur;Arbetslöshet, (%);2004;9.470968
Arvidsjaur;Arbetslöshet, (%);2005;9.888108
Arvidsjaur;Arbetslöshet, (%);2006;8.300807
Arvidsjaur;Arbetslöshet, (%);2007;6.579974
Arvidsjaur;Arbetslöshet, (%);2008;5.636743
Arvidsjaur;Arbetslöshet, (%);2009;7.818278
Arvidsjaur;Arbetslöshet, (%);2010;9.537804
Arvidsjaur;Arbetslöshet, (%);2011;9.338415
Arvidsjaur;Arbetslöshet, (%);2012;8.061844
Arvidsjaur;Invånare 0-64 år, andel (%);2000;75.685506
Arvidsjaur;Invånare 0-64 år, andel (%);2001;75.424323
Arvidsjaur;Invånare 0-64 år, andel (%);2002;75.4881
Arvidsjaur;Invånare 0-64 år, andel (%);2003;75.374208
Arvidsjaur;Invånare 0-64 år, andel (%);2004;75.326371
Arvidsjaur;Invånare 0-64 år, andel (%);2005;75.403581
Arvidsjaur;Invånare 0-64 år, andel (%);2006;75.335002
Arvidsjaur;Invånare 0-64 år, andel (%);2007;75.188861
Arvidsjaur;Invånare 0-64 år, andel (%);2008;74.898725
Arvidsjaur;Invånare 0-64 år, andel (%);2009;74.403503
Arvidsjaur;Invånare 0-64 år, andel (%);2010;73.855108
Arvidsjaur;Invånare 0-64 år, andel (%);2011;73.544811
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2000;638.028819
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2001;624.513396
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2002;572.954681
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2003;710.025043
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2004;702.041775
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2005;760.068095
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2006;708.290384
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2007;946.082062
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2008;988.147037
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2009;1369.223799
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2010;1550.773472
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv;2011;959.963043
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;843
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;828
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;759
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;942
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;932
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;1008
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;940.187647
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;1258.274232
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1319.310897
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1840.267912
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;2099.751141
Arvidsjaur;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1305.276382
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2000;12319.18131
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2001;12541
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2002;12069
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2003;13483
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2004;13448.4
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2005;14241.27
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2006;14246.94
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2007;14175.2333
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2008;14979.14479
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2009;14290.24464
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2010;15409.25103
Arvidsjaur;Nettokostnad äldreomsorg, kr/inv;2011;17032.9535
Arvidsjaur;U. Invånare 18-64 år med låg inkomst, andel (%);2009;16.11007214
Arvidsjaur;U. Invånare 18-64 år med låg inkomst, andel (%);2010;15.9
Arvidsjaur;U. Kostnad försörjningsstöd, kr/utredning;2012;324
Arvika;Arbetslöshet, (%);2000;7.287287
Arvika;Arbetslöshet, (%);2001;7.361306
Arvika;Arbetslöshet, (%);2002;6.503576
Arvika;Arbetslöshet, (%);2003;6.385101
Arvika;Arbetslöshet, (%);2004;5.916106
Arvika;Arbetslöshet, (%);2005;6.147783
Arvika;Arbetslöshet, (%);2006;5.315268
Arvika;Arbetslöshet, (%);2007;3.767302
Arvika;Arbetslöshet, (%);2008;3.701307
Arvika;Arbetslöshet, (%);2009;6.960301
Arvika;Arbetslöshet, (%);2010;9.91698
Arvika;Arbetslöshet, (%);2011;8.510777
Arvika;Arbetslöshet, (%);2012;7.369046
Arvika;Invånare 0-64 år, andel (%);2000;77.902093
Arvika;Invånare 0-64 år, andel (%);2001;77.909285
Arvika;Invånare 0-64 år, andel (%);2002;77.922474
Arvika;Invånare 0-64 år, andel (%);2003;78.146149
Arvika;Invånare 0-64 år, andel (%);2004;78.256898
Arvika;Invånare 0-64 år, andel (%);2005;78.427565
Arvika;Invånare 0-64 år, andel (%);2006;78.374345
Arvika;Invånare 0-64 år, andel (%);2007;78.342857
Arvika;Invånare 0-64 år, andel (%);2008;78.002751
Arvika;Invånare 0-64 år, andel (%);2009;77.773946
Arvika;Invånare 0-64 år, andel (%);2010;77.287393
Arvika;Invånare 0-64 år, andel (%);2011;76.689698
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2000;898.211013
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2001;647.426313
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2002;608.574366
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2003;570.466885
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2004;605.708468
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2005;637.616219
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2006;646.664881
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2007;712.495238
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2008;866.633557
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2009;1037.203065
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2010;1110.470923
Arvika;Kostnad ekonomiskt bistånd, kr/inv;2011;1166.788899
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1152.999853
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;831.000196
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;780.999805
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;730
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;774.000097
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;813.000146
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;825.097656
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;909.457817
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1111.029484
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1333.612493
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1436.807316
Arvika;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1521.441514
Arvika;Nettokostnad äldreomsorg, kr/inv;2000;9721.753399
Arvika;Nettokostnad äldreomsorg, kr/inv;2001;9716
Arvika;Nettokostnad äldreomsorg, kr/inv;2002;9485
Arvika;Nettokostnad äldreomsorg, kr/inv;2003;10094
Arvika;Nettokostnad äldreomsorg, kr/inv;2004;9774.52
Arvika;Nettokostnad äldreomsorg, kr/inv;2005;9875.73
Arvika;Nettokostnad äldreomsorg, kr/inv;2006;10081.78
Arvika;Nettokostnad äldreomsorg, kr/inv;2007;10046.47619
Arvika;Nettokostnad äldreomsorg, kr/inv;2008;10609.3368
Arvika;Nettokostnad äldreomsorg, kr/inv;2009;10760.42146
Arvika;Nettokostnad äldreomsorg, kr/inv;2010;11267.76523
Arvika;Nettokostnad äldreomsorg, kr/inv;2011;11812.01992
Arvika;U. Invånare 18-64 år med låg inkomst, andel (%);2009;22.05214684
Arvika;U. Invånare 18-64 år med låg inkomst, andel (%);2010;22.1
Askersund;Arbetslöshet, (%);2000;6.584788
Askersund;Arbetslöshet, (%);2001;6.422427
Askersund;Arbetslöshet, (%);2002;5.549754
Askersund;Arbetslöshet, (%);2003;6.380131
Askersund;Arbetslöshet, (%);2004;7.072344
Askersund;Arbetslöshet, (%);2005;7.837316
Askersund;Arbetslöshet, (%);2006;7.260824
Askersund;Arbetslöshet, (%);2007;5.236461
Askersund;Arbetslöshet, (%);2008;3.993344
Askersund;Arbetslöshet, (%);2009;5.722526
Askersund;Arbetslöshet, (%);2010;7.410249
Askersund;Arbetslöshet, (%);2011;5.585725
Askersund;Arbetslöshet, (%);2012;5.39557
Askersund;Invånare 0-64 år, andel (%);2000;79.91327
Askersund;Invånare 0-64 år, andel (%);2001;79.726552
Askersund;Invånare 0-64 år, andel (%);2002;79.718753
Askersund;Invånare 0-64 år, andel (%);2003;79.556287
Askersund;Invånare 0-64 år, andel (%);2004;79.210595
Askersund;Invånare 0-64 år, andel (%);2005;78.858738
Askersund;Invånare 0-64 år, andel (%);2006;78.482999
Askersund;Invånare 0-64 år, andel (%);2007;77.795331
Askersund;Invånare 0-64 år, andel (%);2008;77.147374
Askersund;Invånare 0-64 år, andel (%);2009;76.483594
Askersund;Invånare 0-64 år, andel (%);2010;75.518709
Askersund;Invånare 0-64 år, andel (%);2011;74.824861
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2000;292.482567
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2001;263.894888
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2002;313.294698
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2003;372.323425
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2004;434.074061
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2005;422.682837
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2006;366.870096
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2007;316.394594
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2008;367.907957
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2009;412.57628
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2010;415.055861
Askersund;Kostnad ekonomiskt bistånd, kr/inv;2011;522.813005
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;366
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;331
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;393
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;468
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;548
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;536
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;467.451677
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;406.701264
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;476.8898
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;539.431082
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;549.606669
Askersund;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;698.71564
Askersund;Nettokostnad äldreomsorg, kr/inv;2000;9833.458803
Askersund;Nettokostnad äldreomsorg, kr/inv;2001;10114
Askersund;Nettokostnad äldreomsorg, kr/inv;2002;9292
Askersund;Nettokostnad äldreomsorg, kr/inv;2003;9930
Askersund;Nettokostnad äldreomsorg, kr/inv;2004;9792.21
Askersund;Nettokostnad äldreomsorg, kr/inv;2005;10378.94
Askersund;Nettokostnad äldreomsorg, kr/inv;2006;10997.73
Askersund;Nettokostnad äldreomsorg, kr/inv;2007;11563.98104
Askersund;Nettokostnad äldreomsorg, kr/inv;2008;11689.17969
Askersund;Nettokostnad äldreomsorg, kr/inv;2009;11987.88361
Askersund;Nettokostnad äldreomsorg, kr/inv;2010;12466.39475
Askersund;Nettokostnad äldreomsorg, kr/inv;2011;12338.1534
Askersund;U. Invånare 18-64 år med låg inkomst, andel (%);2009;17.82755447
Askersund;U. Invånare 18-64 år med låg inkomst, andel (%);2010;18.2
Avesta;Arbetslöshet, (%);2000;8.977859
Avesta;Arbetslöshet, (%);2001;7.415955
Avesta;Arbetslöshet, (%);2002;6.54392
Avesta;Arbetslöshet, (%);2003;6.609988
Avesta;Arbetslöshet, (%);2004;6.540631
Avesta;Arbetslöshet, (%);2005;7.417269
Avesta;Arbetslöshet, (%);2006;7.320241
Avesta;Arbetslöshet, (%);2007;5.723649
Avesta;Arbetslöshet, (%);2008;3.534192
Avesta;Arbetslöshet, (%);2009;5.838967
Avesta;Arbetslöshet, (%);2010;7.591603
Avesta;Arbetslöshet, (%);2011;7.016994
Avesta;Arbetslöshet, (%);2012;6.953564
Avesta;Invånare 0-64 år, andel (%);2000;78.694972
Avesta;Invånare 0-64 år, andel (%);2001;78.683386
Avesta;Invånare 0-64 år, andel (%);2002;78.789917
Avesta;Invånare 0-64 år, andel (%);2003;78.906917
Avesta;Invånare 0-64 år, andel (%);2004;78.970229
Avesta;Invånare 0-64 år, andel (%);2005;78.833014
Avesta;Invånare 0-64 år, andel (%);2006;78.559395
Avesta;Invånare 0-64 år, andel (%);2007;78.264644
Avesta;Invånare 0-64 år, andel (%);2008;77.695218
Avesta;Invånare 0-64 år, andel (%);2009;77.240143
Avesta;Invånare 0-64 år, andel (%);2010;76.72242
Avesta;Invånare 0-64 år, andel (%);2011;76.114679
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2000;775.932514
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2001;640.482759
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2002;763.474166
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2003;808.006652
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2004;980.810334
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2005;1256.598342
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2006;1098.620407
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2007;1080.645161
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2008;955.828053
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2009;1083.861777
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2010;1160.172358
Avesta;Kostnad ekonomiskt bistånd, kr/inv;2011;1310.108908
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;986.000114
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;814
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;968.999829
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;1023.999772
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;1242.000115
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;1594.000116
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;1398.458329
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;1380.757779
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1230.227646
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1403.236361
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1512.168609
Avesta;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1721.23028
Avesta;Nettokostnad äldreomsorg, kr/inv;2000;9361.855374
Avesta;Nettokostnad äldreomsorg, kr/inv;2001;9588
Avesta;Nettokostnad äldreomsorg, kr/inv;2002;8354
Avesta;Nettokostnad äldreomsorg, kr/inv;2003;8725
Avesta;Nettokostnad äldreomsorg, kr/inv;2004;8431.31
Avesta;Nettokostnad äldreomsorg, kr/inv;2005;8688.39
Avesta;Nettokostnad äldreomsorg, kr/inv;2006;8674.5
Avesta;Nettokostnad äldreomsorg, kr/inv;2007;9122.955314
Avesta;Nettokostnad äldreomsorg, kr/inv;2008;9778.82117
Avesta;Nettokostnad äldreomsorg, kr/inv;2009;10034.14208
Avesta;Nettokostnad äldreomsorg, kr/inv;2010;10543.3443
Avesta;Nettokostnad äldreomsorg, kr/inv;2011;10976.17053
Avesta;U. Invånare 18-64 år med låg inkomst, andel (%);2009;18.49872182
Avesta;U. Invånare 18-64 år med låg inkomst, andel (%);2010;18.4
Avesta;U. Kostnad försörjningsstöd, kr/utredning;2009;741
Avesta;U. Kostnad försörjningsstöd, kr/utredning;2010;639
Bengtsfors;Arbetslöshet, (%);2000;13.861061
Bengtsfors;Arbetslöshet, (%);2001;10.286092
Bengtsfors;Arbetslöshet, (%);2002;8.104488
Bengtsfors;Arbetslöshet, (%);2003;7.272419
Bengtsfors;Arbetslöshet, (%);2004;7.999318
Bengtsfors;Arbetslöshet, (%);2005;8.867503
Bengtsfors;Arbetslöshet, (%);2006;10.165689
Bengtsfors;Arbetslöshet, (%);2007;6.634163
Bengtsfors;Arbetslöshet, (%);2008;5.728891
Bengtsfors;Arbetslöshet, (%);2009;7.959148
Bengtsfors;Arbetslöshet, (%);2010;8.674827
Bengtsfors;Arbetslöshet, (%);2011;7.880193
Bengtsfors;Arbetslöshet, (%);2012;7.901008
Bengtsfors;Invånare 0-64 år, andel (%);2000;76.14721
Bengtsfors;Invånare 0-64 år, andel (%);2001;76.237716
Bengtsfors;Invånare 0-64 år, andel (%);2002;76.150628
Bengtsfors;Invånare 0-64 år, andel (%);2003;76.015715
Bengtsfors;Invånare 0-64 år, andel (%);2004;75.800677
Bengtsfors;Invånare 0-64 år, andel (%);2005;75.618582
Bengtsfors;Invånare 0-64 år, andel (%);2006;75.486111
Bengtsfors;Invånare 0-64 år, andel (%);2007;75.052727
Bengtsfors;Invånare 0-64 år, andel (%);2008;74.941902
Bengtsfors;Invånare 0-64 år, andel (%);2009;74.281069
Bengtsfors;Invånare 0-64 år, andel (%);2010;73.863752
Bengtsfors;Invånare 0-64 år, andel (%);2011;72.871901
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2000;352.561582
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2001;316.386523
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2002;491.171548
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2003;488.020889
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2004;501.800484
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2005;496.814083
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2006;685.119048
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2007;571.055539
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2008;759.118925
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2009;1115.638655
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2010;1266.162803
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv;2011;1275.516529
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;463
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;415
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;645
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;642
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;662
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;657
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;907.60941
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;760.872474
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;1012.943239
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1501.915185
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1714.186947
Bengtsfors;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1750.354409
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2000;11521.61316
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2001;12494
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2002;12172
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2003;11836
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2004;12066.23
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2005;12006.75
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2006;12165.18
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2007;11750.72813
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2008;13188.94615
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2009;13169.59659
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2010;13836.78889
Bengtsfors;Nettokostnad äldreomsorg, kr/inv;2011;13678.92562
Bengtsfors;U. Invånare 18-64 år med låg inkomst, andel (%);2009;26.52119922
